statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2022-12-31;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-2;Verkehr;7422;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2019-12-31;KREISE;Kreise und kreisfreie Städte;06636;Werra-Meißner-Kreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);;Insgesamt;102483;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2020-12-31;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-3;Vegetation;68713;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2018-12-31;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);;Insgesamt;73844;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2020-12-31;KREISE;Kreise und kreisfreie Städte;06636;Werra-Meißner-Kreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);;Insgesamt;102483;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2020-12-31;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-1;Siedlung;11963;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2017-12-31;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-3;Vegetation;195080;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2018-12-31;KREISE;Kreise und kreisfreie Städte;12065;Oberhavel, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-2;Verkehr;6932;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2018-12-31;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-4;Gewässer;5373;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2022-12-31;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-3;Vegetation;68734;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2019-12-31;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-1;Siedlung;11311;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2019-12-31;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-3;Vegetation;68717;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2021-12-31;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-3;Vegetation;94232;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2018-12-31;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-3;Vegetation;87046;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2016-12-31;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-1;Siedlung;11069;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2018-12-31;KREISE;Kreise und kreisfreie Städte;06534;Marburg-Biedenkopf, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-1;Siedlung;9976;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2020-12-31;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);;Insgesamt;172731;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2021-12-31;KREISE;Kreise und kreisfreie Städte;06633;Kassel, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-2;Verkehr;7777;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2022-12-31;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);;Insgesamt;106630;ha;FLC005A;Bodenfläche
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;2022-12-31;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;ADV09B;Nutzungsarten 1-Steller (AdV-Nutzungsartenkatalog 2009);ADVN09-1;Siedlung;7478;ha;FLC005A;Bodenfläche
