statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;1994;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;06636;Werra-Meißner-Kreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;2138;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06636;Werra-Meißner-Kreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;2371;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;7031;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;06636;Werra-Meißner-Kreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;2356;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;06636;Werra-Meißner-Kreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;1758;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;1765;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;2783;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;06636;Werra-Meißner-Kreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;1975;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;06534;Marburg-Biedenkopf, Landkreis;WASVB2;Art der Wasserverwendung;WASVB2001;im Betrieb eingesetztes Frischwasser;3363;1000 cbm;WAS001;Wasseraufkommen
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;WASVB3;Nutzungsarten;WASVB3001;zur Kühlung von Produktions- u. Stromerzeugungsanlagen;9342;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;WASVB3;Nutzungsarten;WASVB3001;zur Kühlung von Produktions- u. Stromerzeugungsanlagen;1531;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;WASVB3;Nutzungsarten;WASVB3003;für Produktions-, gewerbliche und sonstige Zwecke;10300;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;WASVB3;Nutzungsarten;WASVB3003;für Produktions-, gewerbliche und sonstige Zwecke;2971;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06633;Kassel, Landkreis;WASVB3;Nutzungsarten;WASVB3003;für Produktions-, gewerbliche und sonstige Zwecke;2201;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;06534;Marburg-Biedenkopf, Landkreis;WASVB3;Nutzungsarten;WASVB3001;zur Kühlung von Produktions- u. Stromerzeugungsanlagen;666;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;WASVB3;Nutzungsarten;WASVB3001;zur Kühlung von Produktions- u. Stromerzeugungsanlagen;30;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;06534;Marburg-Biedenkopf, Landkreis;WASVB3;Nutzungsarten;WASVB3003;für Produktions-, gewerbliche und sonstige Zwecke;2641;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;WASVB3;Nutzungsarten;WASVB3003;für Produktions-, gewerbliche und sonstige Zwecke;585;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;WASVB3;Nutzungsarten;WASVB3003;für Produktions-, gewerbliche und sonstige Zwecke;393;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;WASVB3;Nutzungsarten;WASVB3001;zur Kühlung von Produktions- u. Stromerzeugungsanlagen;538;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;WASVB3;Nutzungsarten;WASVB3004;für Belegschaftszwecke;128;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;WASVB3;Nutzungsarten;WASVB3004;für Belegschaftszwecke;22;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;WASVB3;Nutzungsarten;WASVB3004;für Belegschaftszwecke;38;1000 cbm;WASNW2;genutztes Wasser
32221;Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;WASVB3;Nutzungsarten;WASVB3004;für Belegschaftszwecke;250;1000 cbm;WASNW2;genutztes Wasser
