statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;3437760;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;18355;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;52047;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;12065;Oberhavel, Landkreis;5396037;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;12065;Oberhavel, Landkreis;25932;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;12065;Oberhavel, Landkreis;70878;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;4092912;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;23080;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;58194;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2015;KREISE;Kreise und kreisfreie Städte;12061;Dahme-Spreewald, Landkreis;5177240;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2015;KREISE;Kreise und kreisfreie Städte;12061;Dahme-Spreewald, Landkreis;31716;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2015;KREISE;Kreise und kreisfreie Städte;12061;Dahme-Spreewald, Landkreis;70689;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2011;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;4279940;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2011;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;25082;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2011;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;57580;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;7673739;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;30526;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;59359;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2020;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;3160006;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2020;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;29022;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2020;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;63959;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2015;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;4401388;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2015;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;24036;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2015;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;68187;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;2652086;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;25002;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;56981;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;8202978;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;32368;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;61665;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;4988580;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;29000;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;65194;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2017;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;2941949;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2017;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;27600;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2017;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;63482;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;5052890;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;25375;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;12064;Märkisch-Oderland, Landkreis;70800;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2020;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;3051948;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2020;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;28908;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2020;KREISE;Kreise und kreisfreie Städte;06535;Vogelsbergkreis;66654;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2021;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;5010905;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2021;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;26749;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2021;KREISE;Kreise und kreisfreie Städte;06439;Rheingau-Taunus-Kreis;74657;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;06633;Kassel, Landkreis;6214492;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;06633;Kassel, Landkreis;26626;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;06633;Kassel, Landkreis;63396;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;6060960;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;34869;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;74976;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2018;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;9981943;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2018;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;37251;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2018;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;70849;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;9352641;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;36887;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;72327;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;9299221;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;35211;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06531;Gießen, Landkreis;67791;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2011;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;3742993;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2011;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;20996;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2011;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;52019;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;3278985;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;28923;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2014;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;65308;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;2809868;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;18295;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;46769;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;3288264;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;29914;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2019;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;65715;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2018;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;3510567;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2018;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;21763;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2018;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;59648;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;3301650;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;29425;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;12066;Oberspreewald-Lausitz, Landkreis;65983;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;7360212;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;28907;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2010;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;60322;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2017;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;4621849;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2017;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;25879;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2017;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;63937;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2011;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;7907539;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2011;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;31202;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2011;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;63923;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2020;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;4959847;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2020;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;27702;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2020;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;67831;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;7814894;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;31046;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2013;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;62406;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2021;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;3835795;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2021;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;23205;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2021;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;64326;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;8558127;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;33744;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2016;KREISE;Kreise und kreisfreie Städte;06532;Lahn-Dill-Kreis;67800;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;4131576;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;24648;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;12063;Havelland, Landkreis;69180;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2023;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;7497944;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2023;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;41044;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2023;KREISE;Kreise und kreisfreie Städte;12067;Oder-Spree, Landkreis;88089;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2023;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;6427314;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2023;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;36667;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2023;KREISE;Kreise und kreisfreie Städte;06533;Limburg-Weilburg, Landkreis;79299;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;06534;Marburg-Biedenkopf, Landkreis;10548343;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;06534;Marburg-Biedenkopf, Landkreis;42552;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
82000;VGR der Länder;JAHR;Jahr;2022;KREISE;Kreise und kreisfreie Städte;06534;Marburg-Biedenkopf, Landkreis;80180;EUR;BIP803;Bruttoinlandsprodukt je erwerbstätige Person
82000;VGR der Länder;JAHR;Jahr;2021;KREISE;Kreise und kreisfreie Städte;06633;Kassel, Landkreis;7143890;Tsd. EUR;BIP802;Bruttoinlandsprodukt
82000;VGR der Länder;JAHR;Jahr;2021;KREISE;Kreise und kreisfreie Städte;06633;Kassel, Landkreis;30125;EUR;BIP804;Bruttoinlandsprodukt pro Kopf
